number,short_description,priority,category,subcategory,assignment_group,cmdb_ci,contact_type,opened_at,resolved_at,closed_at,close_code,close_notes,incident_state,made_sla,reopen_count,major_incident_state,impact,urgency,severity,sys_created_on
INC4001479,File sync conflict,4 - Low,Database,Configuration,Cloud Ops,Nimbus File Storage,Self-service,2025-08-27 21:38:50,2025-08-29 01:56:50,2025-08-29 01:56:50,Known Error,Resolved: file sync conflict addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-08-27 21:38:50
INC4001480,Cannot scan to email,4 - Low,Network,Request,Deskside Support,Vertex Print Service,Chat,2025-07-20 10:08:50,2025-07-22 18:56:50,2025-07-22 18:56:50,Closed/Resolved by Caller,Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,1,No,Low,4 - Low,4,2025-07-20 10:08:50
INC4001486,Print job stuck in queue,3 - Moderate,Hardware,Outage,Deskside Support,Vertex Print Service,Email,2025-08-10 05:39:00,2025-08-12 11:33:00,2025-08-12 11:33:00,Solved (Permanently),Resolved: print job stuck in queue addressed by Deskside Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-08-10 05:39:00
INC4001489,Payment timeout at checkout,3 - Moderate,Hardware,Outage,App Support,Acme Payments API,Phone,2025-10-13 19:22:48,2025-10-15 00:04:48,2025-10-15 00:04:48,Closed/Resolved by Caller,Resolved: payment timeout at checkout addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-13 19:22:48
INC4001495,Email not syncing,4 - Low,Support,Configuration,Cloud Ops,Mailflow Online,Self-service,2025-10-21 21:21:30,2025-10-22 15:57:30,2025-10-22 15:57:30,Known Error,Resolved: email not syncing addressed by Cloud Ops.,Closed,false,0,No,Low,4 - Low,4,2025-10-21 21:21:30
INC4001498,CRM page very slow to load,2 - High,Network,Performance,App Support,Globex CRM,Phone,2025-08-15 21:01:12,2025-08-16 11:37:12,2025-08-16 11:37:12,Solved (Permanently),Resolved: crm page very slow to load addressed by App Support.,Closed,true,0,No,High,2 - High,2,2025-08-15 21:01:12
INC4001504,HR portal error on submit,2 - High,Email,Performance,App Support,Helios HR Portal,Walk-in,2025-09-27 21:54:09,2025-09-28 21:54:09,2025-09-28 21:54:09,Known Error,Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,High,2 - High,2,2025-09-27 21:54:09
INC4001510,VPN very slow after login,4 - Low,Database,Request,Network Ops,VPN Gateway,Email,2025-07-01 21:13:17,2025-07-02 15:19:17,2025-07-02 15:19:17,Not Reproducible,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Low,4 - Low,4,2025-07-01 21:13:17
INC4001511,SSO redirect loop,3 - Moderate,Hardware,Configuration,Identity & Access,Titan Auth Service,Self-service,2025-09-20 12:00:43,2025-09-22 19:54:43,2025-09-22 19:54:43,Not Reproducible,Resolved: sso redirect loop addressed by Identity & Access.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-09-20 12:00:43
INC4001512,Cannot save customer record,3 - Moderate,Support,Configuration,App Support,Globex CRM,Walk-in,2025-11-11 02:51:07,2025-11-13 19:09:07,2025-11-13 19:09:07,Closed/Resolved by Caller,Resolved: cannot save customer record addressed by App Support.,Closed,true,0,Yes,Moderate,3 - Moderate,3,2025-11-11 02:51:07
INC4001519,Report shows stale data,3 - Moderate,Hardware,Outage,Database Team,Orion Data Warehouse,Chat,2025-10-08 10:55:02,2025-10-11 10:49:02,2025-10-11 10:49:02,Solved (Work Around),Resolved: report shows stale data addressed by Database Team.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-08 10:55:02
INC4001525,Printer offline,3 - Moderate,Hardware,Configuration,Deskside Support,Vertex Print Service,Phone,2025-10-02 09:43:46,2025-10-03 14:37:46,2025-10-03 14:37:46,Known Error,Resolved: printer offline addressed by Deskside Support.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-10-02 09:43:46
INC4001531,VPN very slow after login,4 - Low,Access,Outage,Network Ops,VPN Gateway,Self-service,2025-10-12 15:26:27,2025-10-14 08:26:27,2025-10-14 08:26:27,Solved (Work Around),Resolved: vpn very slow after login addressed by Network Ops.,Closed,false,0,No,Low,4 - Low,4,2025-10-12 15:26:27
INC4001538,Report shows stale data,4 - Low,Network,Request,Database Team,Orion Data Warehouse,Chat,2025-09-06 14:33:33,2025-09-06 18:09:33,2025-09-06 18:09:33,Closed/Resolved by Caller,Resolved: report shows stale data addressed by Database Team.,Closed,true,0,No,Low,4 - Low,4,2025-09-06 14:33:33
INC4001541,Cannot save customer record,4 - Low,Email,Configuration,App Support,Globex CRM,Walk-in,2025-11-06 18:48:34,2025-11-08 08:36:34,2025-11-08 08:36:34,Solved (Work Around),Resolved: cannot save customer record addressed by App Support.,Closed,false,1,No,Low,4 - Low,4,2025-11-06 18:48:34
INC4001545,Disk space low on host,3 - Moderate,Hardware,Configuration,Infrastructure,Atlas Monitoring,Chat,2025-10-28 13:27:14,2025-10-31 01:39:14,2025-10-31 01:39:14,Not Reproducible,Resolved: disk space low on host addressed by Infrastructure.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-10-28 13:27:14
INC4001547,Server high CPU alert,3 - Moderate,Software,Configuration,Infrastructure,Atlas Monitoring,Email,2025-07-02 04:58:37,2025-07-04 20:34:37,2025-07-04 20:34:37,Solved (Work Around),Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-07-02 04:58:37
INC4001551,Payslip not visible,2 - High,Support,Outage,App Support,Helios HR Portal,Self-service,2025-10-19 04:04:22,2025-10-21 14:58:22,2025-10-21 14:58:22,Closed/Resolved by Caller,Resolved: payslip not visible addressed by App Support.,Closed,false,1,No,High,2 - High,2,2025-10-19 04:04:22
INC4001552,Server high CPU alert,4 - Low,Hardware,Configuration,Infrastructure,Atlas Monitoring,Walk-in,2025-07-30 12:11:36,2025-08-02 00:17:36,2025-08-02 00:17:36,Solved (Work Around),Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,Yes,Low,4 - Low,4,2025-07-30 12:11:36
INC4001556,VPN very slow after login,4 - Low,Email,Configuration,Network Ops,VPN Gateway,Self-service,2025-07-11 05:33:55,2025-07-12 00:33:55,2025-07-12 00:33:55,Not Reproducible,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Low,4 - Low,4,2025-07-11 05:33:55
INC4001563,Server high CPU alert,4 - Low,Access,Configuration,Infrastructure,Atlas Monitoring,Phone,2025-12-29 16:16:17,2026-01-01 06:46:17,2026-01-01 06:46:17,Known Error,Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,No,Low,4 - Low,4,2025-12-29 16:16:17
INC4001567,Payslip not visible,4 - Low,Access,Performance,App Support,Helios HR Portal,Self-service,2025-12-16 18:58:11,2025-12-18 14:10:11,2025-12-18 14:10:11,Solved (Permanently),Resolved: payslip not visible addressed by App Support.,Closed,true,1,No,Low,4 - Low,4,2025-12-16 18:58:11
INC4001568,Service needs restart,2 - High,Support,Configuration,Infrastructure,Atlas Monitoring,Walk-in,2025-07-18 14:56:36,2025-07-20 01:26:36,2025-07-20 01:26:36,Solved (Permanently),Resolved: service needs restart addressed by Infrastructure.,Closed,true,1,No,High,2 - High,2,2025-07-18 14:56:36
INC4001572,Service needs restart,2 - High,Email,Request,Infrastructure,Atlas Monitoring,Email,2025-10-07 16:32:38,2025-10-07 17:08:38,2025-10-07 17:08:38,Solved (Permanently),Resolved: service needs restart addressed by Infrastructure.,Closed,false,0,No,High,2 - High,2,2025-10-07 16:32:38
INC4001573,File sync conflict,1 - Critical,Access,Performance,Cloud Ops,Nimbus File Storage,Email,2025-09-03 03:28:27,2025-09-05 13:28:27,2025-09-05 13:28:27,Closed/Resolved by Caller,Resolved: file sync conflict addressed by Cloud Ops.,Closed,true,0,No,Critical,1 - Critical,1,2025-09-03 03:28:27
INC4001579,Server high CPU alert,4 - Low,Database,Error,Infrastructure,Atlas Monitoring,Walk-in,2025-12-08 10:45:27,2025-12-09 16:27:27,2025-12-09 16:27:27,Known Error,Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,No,Low,4 - Low,4,2025-12-08 10:45:27
INC4001581,Email not syncing,4 - Low,Access,Configuration,Cloud Ops,Mailflow Online,Email,2025-11-03 20:40:17,2025-11-04 19:46:17,2025-11-04 19:46:17,Not Reproducible,Resolved: email not syncing addressed by Cloud Ops.,Closed,false,0,Yes,Low,4 - Low,4,2025-11-03 20:40:17
INC4001586,ETL job failed,4 - Low,Support,Configuration,Database Team,Orion Data Warehouse,Chat,2025-12-29 11:58:47,2025-12-30 16:52:47,2025-12-30 16:52:47,Solved (Work Around),Resolved: etl job failed addressed by Database Team.,Closed,true,1,No,Low,4 - Low,4,2025-12-29 11:58:47
INC4001588,Report shows stale data,3 - Moderate,Support,Error,Database Team,Orion Data Warehouse,Phone,2025-10-14 17:02:37,2025-10-17 00:56:37,2025-10-17 00:56:37,Closed/Resolved by Caller,Resolved: report shows stale data addressed by Database Team.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-14 17:02:37
INC4001594,Cannot scan to email,3 - Moderate,Database,Error,Deskside Support,Vertex Print Service,Phone,2025-09-12 07:15:48,2025-09-13 07:57:48,2025-09-13 07:57:48,Closed/Resolved by Caller,Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-09-12 07:15:48
INC4001596,Account locked out,4 - Low,Network,Error,Identity & Access,Titan Auth Service,Walk-in,2025-12-17 10:23:05,2025-12-18 17:59:05,2025-12-18 17:59:05,Solved (Permanently),Resolved: account locked out addressed by Identity & Access.,Closed,false,1,Yes,Low,4 - Low,4,2025-12-17 10:23:05
INC4001602,Printer offline,4 - Low,Access,Request,Deskside Support,Vertex Print Service,Self-service,2025-08-22 10:10:22,2025-08-25 07:34:22,2025-08-25 07:34:22,Solved (Work Around),Resolved: printer offline addressed by Deskside Support.,Closed,true,0,No,Low,4 - Low,4,2025-08-22 10:10:22
INC4001608,Server high CPU alert,2 - High,Software,Outage,Infrastructure,Atlas Monitoring,Phone,2025-10-02 10:19:34,2025-10-04 12:43:34,2025-10-04 12:43:34,Solved (Permanently),Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,No,High,2 - High,2,2025-10-02 10:19:34
INC4001613,File restore request,2 - High,Software,Error,Cloud Ops,Nimbus File Storage,Self-service,2025-09-03 14:56:12,2025-09-04 19:44:12,2025-09-04 19:44:12,Known Error,Resolved: file restore request addressed by Cloud Ops.,Closed,true,0,No,High,2 - High,2,2025-09-03 14:56:12
INC4001618,ETL job failed,3 - Moderate,Software,Outage,Database Team,Orion Data Warehouse,Phone,2025-08-11 09:53:23,2025-08-14 07:17:23,2025-08-14 07:17:23,Closed/Resolved by Caller,Resolved: etl job failed addressed by Database Team.,Closed,true,0,Yes,Moderate,3 - Moderate,3,2025-08-11 09:53:23
INC4001623,ETL job failed,3 - Moderate,Support,Configuration,Database Team,Orion Data Warehouse,Email,2025-09-01 05:07:48,2025-09-01 14:01:48,2025-09-01 14:01:48,Closed/Resolved by Caller,Resolved: etl job failed addressed by Database Team.,Closed,false,1,No,Moderate,3 - Moderate,3,2025-09-01 05:07:48
INC4001630,Leave request stuck,3 - Moderate,Software,Request,App Support,Helios HR Portal,Self-service,2025-12-23 21:45:37,2025-12-25 07:03:37,2025-12-25 07:03:37,Not Reproducible,Resolved: leave request stuck addressed by App Support.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-12-23 21:45:37
INC4001635,Mailbox quota exceeded,4 - Low,Software,Outage,Cloud Ops,Mailflow Online,Phone,2025-11-24 10:18:31,2025-11-25 16:18:31,2025-11-25 16:18:31,Not Reproducible,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,true,1,No,Low,4 - Low,4,2025-11-24 10:18:31
INC4001637,CRM page very slow to load,4 - Low,Email,Outage,App Support,Globex CRM,Phone,2025-10-10 11:35:24,2025-10-11 00:53:24,2025-10-11 00:53:24,Solved (Work Around),Resolved: crm page very slow to load addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-10-10 11:35:24
INC4001644,Email not syncing,4 - Low,Email,Outage,Cloud Ops,Mailflow Online,Phone,2025-12-07 17:05:06,2025-12-08 08:23:06,2025-12-08 08:23:06,Solved (Permanently),Resolved: email not syncing addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-12-07 17:05:06
INC4001647,Disk space low on host,4 - Low,Email,Outage,Infrastructure,Atlas Monitoring,Chat,2025-07-02 05:05:28,2025-07-04 18:53:28,2025-07-04 18:53:28,Known Error,Resolved: disk space low on host addressed by Infrastructure.,Closed,true,1,No,Low,4 - Low,4,2025-07-02 05:05:28
INC4001648,Printer offline,2 - High,Email,Request,Deskside Support,Vertex Print Service,Chat,2025-08-21 06:55:51,2025-08-21 23:19:51,2025-08-21 23:19:51,Known Error,Resolved: printer offline addressed by Deskside Support.,Closed,true,0,No,High,2 - High,2,2025-08-21 06:55:51
INC4001651,Cannot connect to VPN,3 - Moderate,Database,Error,Network Ops,VPN Gateway,Self-service,2025-09-22 16:00:17,2025-09-23 01:06:17,2025-09-23 01:06:17,Solved (Work Around),Resolved: cannot connect to vpn addressed by Network Ops.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-09-22 16:00:17
INC4001653,HR portal error on submit,3 - Moderate,Network,Request,App Support,Helios HR Portal,Walk-in,2025-10-21 03:19:17,2025-10-21 22:25:17,2025-10-21 22:25:17,Not Reproducible,Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-21 03:19:17
INC4001660,Shared drive inaccessible,4 - Low,Access,Outage,Cloud Ops,Nimbus File Storage,Chat,2025-08-08 12:39:31,2025-08-10 15:15:31,2025-08-10 15:15:31,Solved (Work Around),Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-08-08 12:39:31
INC4001662,Data not refreshed overnight,3 - Moderate,Support,Performance,Database Team,Orion Data Warehouse,Chat,2025-11-25 03:33:09,2025-11-26 19:45:09,2025-11-26 19:45:09,Solved (Permanently),Resolved: data not refreshed overnight addressed by Database Team.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-11-25 03:33:09
INC4001668,VPN very slow after login,3 - Moderate,Network,Request,Network Ops,VPN Gateway,Email,2025-12-30 04:30:26,2026-01-01 17:42:26,2026-01-01 17:42:26,Not Reproducible,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-12-30 04:30:26
INC4001669,VPN very slow after login,3 - Moderate,Access,Outage,Network Ops,VPN Gateway,Email,2025-07-11 23:40:47,2025-07-14 10:22:47,2025-07-14 10:22:47,Not Reproducible,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-07-11 23:40:47
INC4001671,Transaction declined in error,2 - High,Email,Configuration,App Support,Acme Payments API,Walk-in,2025-09-14 08:27:14,2025-09-15 10:03:14,2025-09-15 10:03:14,Solved (Work Around),Resolved: transaction declined in error addressed by App Support.,Closed,true,0,No,High,2 - High,2,2025-09-14 08:27:14
INC4001676,Print job stuck in queue,4 - Low,Network,Request,Deskside Support,Vertex Print Service,Phone,2025-09-28 05:04:21,2025-09-30 10:16:21,2025-09-30 10:16:21,Solved (Work Around),Resolved: print job stuck in queue addressed by Deskside Support.,Closed,true,1,Yes,Low,4 - Low,4,2025-09-28 05:04:21
INC4001679,Server high CPU alert,4 - Low,Hardware,Outage,Infrastructure,Atlas Monitoring,Email,2025-09-13 01:45:42,2025-09-15 19:09:42,2025-09-15 19:09:42,Not Reproducible,Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,1,No,Low,4 - Low,4,2025-09-13 01:45:42
INC4001684,SSO redirect loop,1 - Critical,Access,Request,Identity & Access,Titan Auth Service,Phone,2025-11-20 22:02:16,2025-11-23 17:38:16,2025-11-23 17:38:16,Solved (Work Around),Resolved: sso redirect loop addressed by Identity & Access.,Closed,true,0,No,Critical,1 - Critical,1,2025-11-20 22:02:16
INC4001686,Data not refreshed overnight,4 - Low,Access,Error,Database Team,Orion Data Warehouse,Self-service,2025-12-20 02:24:02,2025-12-22 05:00:02,2025-12-22 05:00:02,Solved (Permanently),Resolved: data not refreshed overnight addressed by Database Team.,Closed,false,0,No,Low,4 - Low,4,2025-12-20 02:24:02
INC4001691,Shared drive inaccessible,4 - Low,Hardware,Error,Cloud Ops,Nimbus File Storage,Chat,2025-10-04 21:19:56,2025-10-07 21:01:56,2025-10-07 21:01:56,Not Reproducible,Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-10-04 21:19:56
INC4001692,MFA prompt not received,4 - Low,Database,Outage,Identity & Access,Titan Auth Service,Email,2025-10-23 15:30:11,2025-10-24 01:24:11,2025-10-24 01:24:11,Closed/Resolved by Caller,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,0,Yes,Low,4 - Low,4,2025-10-23 15:30:11
INC4001697,MFA prompt not received,3 - Moderate,Email,Request,Identity & Access,Titan Auth Service,Walk-in,2025-07-25 17:25:28,2025-07-28 13:43:28,2025-07-28 13:43:28,Closed/Resolved by Caller,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-07-25 17:25:28
INC4001701,Print job stuck in queue,4 - Low,Network,Performance,Deskside Support,Vertex Print Service,Email,2025-08-11 13:32:53,2025-08-11 20:26:53,2025-08-11 20:26:53,Solved (Permanently),Resolved: print job stuck in queue addressed by Deskside Support.,Closed,true,0,No,Low,4 - Low,4,2025-08-11 13:32:53
INC4001704,ETL job failed,3 - Moderate,Software,Request,Database Team,Orion Data Warehouse,Email,2025-09-24 20:43:02,2025-09-24 21:49:02,2025-09-24 21:49:02,Known Error,Resolved: etl job failed addressed by Database Team.,Closed,true,0,Yes,Moderate,3 - Moderate,3,2025-09-24 20:43:02
INC4001706,HR portal error on submit,3 - Moderate,Hardware,Request,App Support,Helios HR Portal,Chat,2025-08-04 12:12:13,2025-08-07 03:48:13,2025-08-07 03:48:13,Solved (Work Around),Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-08-04 12:12:13
INC4001712,Mailbox quota exceeded,2 - High,Network,Outage,Cloud Ops,Mailflow Online,Walk-in,2025-10-03 12:57:05,2025-10-05 22:39:05,2025-10-05 22:39:05,Not Reproducible,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,false,0,No,High,2 - High,2,2025-10-03 12:57:05
INC4001716,VPN very slow after login,3 - Moderate,Network,Configuration,Network Ops,VPN Gateway,Chat,2025-07-26 00:03:09,2025-07-26 08:27:09,2025-07-26 08:27:09,Solved (Work Around),Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-07-26 00:03:09
INC4001719,Payment gateway returns 500,4 - Low,Hardware,Request,App Support,Acme Payments API,Self-service,2025-12-25 10:59:37,2025-12-25 13:05:37,2025-12-25 13:05:37,Solved (Work Around),Resolved: payment gateway returns 500 addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-12-25 10:59:37
INC4001723,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 02:24:00,2025-10-04 12:00:00,2025-10-04 12:00:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 00:00:00
INC4001725,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 03:36:00,2025-10-04 13:12:00,2025-10-04 13:12:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 01:12:00
INC4001728,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 04:48:00,2025-10-04 14:24:00,2025-10-04 14:24:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 02:24:00
INC4001732,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 06:00:00,2025-10-04 15:36:00,2025-10-04 15:36:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 03:36:00
INC4001735,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 07:12:00,2025-10-04 16:48:00,2025-10-04 16:48:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 04:48:00
INC4001739,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 08:24:00,2025-10-04 18:00:00,2025-10-04 18:00:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 06:00:00
INC4001742,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 09:36:00,2025-10-04 19:12:00,2025-10-04 19:12:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 07:12:00
INC4001746,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 10:48:00,2025-10-04 20:24:00,2025-10-04 20:24:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 08:24:00
INC4001747,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 12:00:00,2025-10-04 21:36:00,2025-10-04 21:36:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 09:36:00
INC4001750,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 13:12:00,2025-10-04 22:48:00,2025-10-04 22:48:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 10:48:00
INC4001751,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 14:24:00,2025-10-05 00:00:00,2025-10-05 00:00:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 12:00:00
INC4001753,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 15:36:00,2025-10-05 01:12:00,2025-10-05 01:12:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 13:12:00
INC4001754,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 16:48:00,2025-10-05 02:24:00,2025-10-05 02:24:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 14:24:00
INC4001757,Payment gateway returns 500,2 - High,Software,Outage,App Support,Acme Payments API,Phone,2025-10-04 18:00:00,2025-10-05 03:36:00,2025-10-05 03:36:00,Solved (Work Around),Rolled back to previous release.,Closed,false,1,Yes,High,2 - High,2,2025-10-04 15:36:00
